,用户名称,用户性别,用户id,vip等级,用户评论,评论点赞次数,评论时间
0,一六的开心时光,保密,1303614551,3,帅小伙呢？我什么只看到一只猴[脱单doge][脱单doge][脱单doge],1,1629201224
0,長書谣,男,399343352,5,4:44阴间妙[藏狐],1,1629201034
0,神奇的シンボル中学生,男,481122278,4,那个世界上是没有羊科这个东西的，其实羊是牛的一种，[OK]就是膻味比较重哈,1,1629201007
0,弯弯憨,保密,387535458,5,我怎么感觉有个韩国小伙也做过这个题材,1,1629200960
0,氿什一,保密,634236368,4,荒岛有羊这河里么？[doge][doge][doge]恒河里[妙啊],1,1629200825
0,桃爸爸丶,男,39604732,6,我，宁夏人。这辈子只吃过一次羊肉。住院三天，嗯！没错我羊肉过敏[捂脸][捂脸],1,1629200835
0,嗷呜嗷呜xwx,保密,18680843,6,我看了一眼旁边的朋友 他看了我一眼，说道：咩啊 看咩啊,1,1629200690
0,lls麋鹿,保密,74261780,4,链接呢？,1,1629200627
0,中国Girl超级大月亮,保密,76945711,4,荒岛求生嘞[doge],1,1629200593
0,Ace_x_Young,保密,382114487,4,荒野求生day2呢[doge],1,1629200662
0,罗罗诺亚库里,男,694542464,3,感觉被鸽了[藏狐],1,1629200563
0,筱蔓,女,522088907,3,呜呜呜呜热乎的（可能也不算）,1,1629200273
0,想吃樱の桃,保密,359148410,4,没想到有天能看到一群羊看猴[doge],1,1629200274
0,川坚果果,保密,413972926,3,我想看嫂子[脱单doge],1,1629200225
0,是枝裕没有和,男,526319532,3,看来除了求生秘诀，大漠也没少教别的[doge][热词系列_知识增加][热词系列_知识增加],1,1629200009
0,夏大超帅,男,347169377,3,BV1Hf4y1G7rQ,1,1629199820
0,耍酷我是认真的,保密,393668952,5,牧羊猴[doge],1,1629199784
0,垃圾酱丶,保密,277216670,5,羊肉焯水，洗干净换水丢进去加点姜片再加点花椒。在切点青萝卜片煮差不多把萝卜放进去。出锅的时候加点香菜，不喜欢可以不加。肉一定要洗干净不然汤会混。另外我比较喜欢用羊脖[doge],1,1629199735
0,抛-弃,男,443311606,5,你这帅小伙不正宗啊[doge],1,1629199685
0,Peppermint-t,女,384360542,5,4:43,1,1629199596
0,padern,女,106164652,5,“羊不理帅小伙”特价售卖[doge],1,1629199521
0,nb那边,保密,1260758787,2,。。。。。。,1,1629199432
0,nb那边,保密,1260758787,2,。。。,1,1629199396
0,梦太宛,保密,207794385,5,你不是在求生吗,1,1629199368
0,ww不想取名字,女,643851506,3,不算前排的前排提醒:本期有妙[doge],1,1629199288
0,听说的土豆,男,434456932,5,弹幕那个亿羊迁徙笑死我了[笑哭],1,1629199286
0,我叫wo小蜗,保密,610495539,2,帅小伙[打call],1,1629199271
0,短短是只熊猫人,保密,400352714,3,！喔,1,1629199244
0,进击的麻球球,女,455009308,4,看肤色肯定是荒野记录之前的[doge],1,1629199175
0,冷漠xiu,保密,491059007,4,还以为去荒野吃宁夏滩羊肉[doge],1,1629199160
0,南柯半夏,男,243538702,5,看得我想吃羊肉了!今晚上晚饭直接安排去吃羊肉!!去叫上我爸妈还有我女朋友吃羊肉去!![打call][打call],1,1629199185
0,逆风笶,男,391472028,3,震惊！某小伙荒岛求生时遇台风，竟被台风刮到宁夏，顺带吃了顿羊肉[doge],1,1629199113
0,井奈野望,保密,527520895,3,牧羊猴哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1,1629199060
0,其实乃琳才是支配恶魔,男,39482922,5,哥们先上山喝泉水熬的鸭汤接着去喀什吃烤包子然后跟饼叔整了点铁板烧现在又来吃羊肉 真的吃不下了[傲娇][傲娇][傲娇],1,1629199002
0,谁长得好看我追谁,保密,5054585,5,小卢好可爱好可爱好可爱哈哈哈哈哈哈哈哈哈哈,1,1629198861
0,我是羽毛鸭,保密,660098502,3,滩 羊 料 理[doge],1,1629198737
0,bili_477820820,保密,477820820,3,如果帅小猴不丑，也挺帅的[doge],1,1629198675
0,大噶大嘎,男,1086762754,2,太荒野了,1,1629198645
0,华夏鲸鱼爱华夏,保密,440391991,4,你还知道更新美食视频？！,1,1629198623
0,养只阿婆猪ww,保密,1409009445,2,我要看荒岛猴生[捂眼][捂眼][捂眼][捂眼][捂眼],1,1629198533
0,ゆきむら家的小可爱,女,327094206,4,羊:你不要过来啊，我有恐猴症[doge],1,1629198447
0,白桃味樱花,保密,15203787,5,我有段时间总是下意识以为你的ID叫帅小伙蛋黄派[热词系列_知识增加],1,1629198347
0,桃花岛主CAS,保密,1492631,5,我以为你做梦起来在还荒岛上,1,1629198311
0,不可逾越的正義,保密,325353365,4,指不定那天就做个羊皮筏漂走录荒野记录第二天了[doge],1,1629198232
0,zzx大天使,男,487082384,4,长见识了！原来宁夏动物园里面还有🐒喂🐏的表演，一定要去一次[doge],1,1629198274
0,言景明,男,448303309,3,宁夏欢迎各位[YUKIri_好耶][YUKIri_咧嘴笑],1,1629198156
0,樱泽墨sama,保密,352733419,5,说实话，这波谁在栅栏里边，谁在栅栏外边还真不一定[doge][doge],1,1629198099
0,永远的安子,男,259132568,5,宁夏人狂喜[星星眼],1,1629198080
0,魂要天天睡觉,保密,39751754,5,Up主是怎么把梦录下来的,1,1629197958
0,合小伙,男,651655399,2,失踪人口回归[doge],1,1629197932
0,wtcaaa,男,43739823,4,还在找帅小伙的旁友请息屏[脱单doge],1,1629197864
0,乐呵不拉几,男,510749672,3,前戏：拍野外实则：做羊肉然后：野外第二期呢？最后：继续白嫖[脱单doge],1,1629197667
0,十行一粟,女,35069097,5,摔小伙跟羊长得简直一摸一样,1,1629197619
0,价值6个硬币的昵称,保密,515925752,4,蛋黄派好帅[给心心][给心心]（,1,1629197613
0,颖川之士,保密,503401480,4,不加李明华调料没那味[doge],1,1629197613
0,卡仕达酱TuT,女,454158991,3,十几天了 你终于更新了 我也终于拉出来了[doge][脱单doge],1,1629197695
0,一只板蓝仙,男,393310701,5,绵羊[大哭],1,1629197686
0,万线斩纸鸾,男,416092524,5,这期的标题应该叫 绵 羊 料 理[doge],1,1629197639
0,顾_楠,男,451402174,4,从该视频得出：羊怕猴。,1,1629197542
0,bili_26303665313,保密,524410297,4,黑眼圈哈哈哈哈注意身体呀,1,1629197497
0,白虎真菜,男,445538507,5,大会员到期了[思考],1,1629197469
0,不要盯着我乱看,保密,272276415,4,谁会读唇语，帮我翻译一下04：03的时候帅小猴说的什么[脱单doge],1,1629197479
0,Tony乀,保密,673372860,3,跨越物种的爱情[doge][doge],1,1629197459
0,bilibibi正式大会员,男,331884150,5,拼多多的有，硬币的没有！啊，每次都是白嫖的，那算了！[doge],1,1629197444
0,阿里吃菜汤,男,492898796,3,噢耶[doge]帅小伙又回来了,1,1629197253
0,-浮尘染汐,女,590147086,4,宁夏人狂喜!!,1,1629197256
0,北柚家的蚊子,女,200799910,5,哟，这不蛋黄派吗，几天不见你会员到期了[doge][doge],1,1629197217
0,徐宏斌,男,646432552,4,上厕所时候看蛋黄派是真的爽[doge],1,1629197115
0,柒丶慕,保密,85266352,5,谢谢帅小伙来我家乡[doge],1,1629197118
0,雅马哈少女1997,女,151315170,4,真-绵羊料理[脱单doge],1,1629197070
0,flowyourHeart,男,694804873,4,所以果然他还是没活过七天[doge][doge],1,1629197025
0,谢必安12,保密,402804386,4,00:19 快听背景音  像不像cf生化被感染后的那声嘶吼[吃瓜],1,1629197019
0,_南屋道人,男,552528269,4,派派打篮球吗，我记得这鞋是不是闪现2[滑稽],1,1629196985
0,阿雪啊雪雪雪,女,6066038,5,啊啊啊啊啊啊啊啊啊蛋黄派去宁夏了！！有吃硒砂瓜吗！！还没走的话一定要去吃！！你会爱上！！,1,1629196866
0,木之本樱不在,女,24949215,5,派派，今天也很帅呢![初音未来_加油][初音未来_喜欢],1,1629196778
0,粗茶淡饭丨,男,102166376,5,帅小伙，有链接？[doge]怕买到黑心,1,1629196758
0,鹤小辞a,保密,620084577,3,封面是谁啊，我怎么不认识[doge],1,1629196734
0,没钱和可乐z,保密,695752610,3,猴子荒岛生存呢，去哪啦[藏狐],1,1629196733
0,趙星傑,男,438623442,4,来固原阿,1,1629196653
0,YEIIOW姜,女,491237672,4,帅小羊花7个小时吃宁夏滩猴[doge],1,1629196642
0,凉风扫旧凋_,女,110881128,5,我宁夏好有排面啊啊啊啊啊啊啊啊啊！！[热词系列_排面][热词系列_排面],1,1629196615
0,Abyss_墨淵,保密,378840476,3,本期妙点04:42[脱单doge],1,1629196600
0,记住生活的蛋黄派,男,32830065,5,三连吗？[doge],1,1629196577
0,Thunder洛,男,32107004,5,省流:        有妙        猴子在吃羊肉        UP教猴子撒盐[doge],1,1629196571
0,没钱和可乐z,保密,695752610,3,你的生存咧[藏狐],1,1629196546
0,广东精神小伙在线骂人,保密,502295126,4,这个“衰”小伙这次吃的这个羊肉这个碗是我家的这个猫碗[doge],1,1629196513
0,无敌の星仔,保密,20264077,6,为什么我一坐上马桶就刷到了这个视频[doge][doge],1,1629196557
0,弈风君,男,11550693,6,还挺像的[藏狐],1,1629196456
0,小新喜欢蜡笔呀,女,672597406,3,帅小伙！！！,1,1629196474
0,芝士兔兔球,保密,11365860,4,看成了帅小伙花七个朋友去吃羊肉……[藏狐],1,1629196468
0,knock_knock_,保密,11161192,6,真 绵羊料理[辣眼睛],1,1629196364
0,野原新之助ぃん,保密,442988644,3,看肤色，这集是老库存了[吃瓜],1,1629196267
0,illusionSaMa_XD,男,518080337,3,@小Shee [doge][加油],1,1629196219
0,维特莉的裙摆,男,515197653,4,羊：碰一下玉玉了属于是[doge],1,1629196209
0,环奈是小天使,保密,356806896,3,弹幕上说羊好可爱，下嘴的时候却毫不留情[滑稽],1,1629196169
0,不及公子风流TL,保密,457743890,4,请问一下 男生女生向前冲什么时候发[藏狐][藏狐],1,1629196161
0,努力和鬼一样厉害,保密,454133981,2,还热乎呢！,1,1629196133
0,noaolo,保密,348794249,4,链接交出来！！我要买啊[妙啊],1,1629196107
0,新基,保密,456689368,3,荒野求生呢？！[来古-震撼],1,1629196092
0,环奈是小天使,保密,356806896,3,哦,1,1629196070
0,不爱林宇,女,588233625,3,哟，彦祖，来考古啊？不得不说2021的丑小伙确实帅[脱单doge],1,1629196014
0,摇呼啦la圈,保密,1697807094,3,新概念荒岛求生,1,1629196009
0,跨六小透明,男,513041224,3,55分钟还可以,1,1629195976
0,暗影陆,保密,446833793,4,三连吗？三连咯,1,1629196025
0,剑似银河落九天,保密,367470041,4,帅小伙呢？我怎么只看见一只猴？[脱单doge],1,1629195992
0,无言泪,男,290234,6,荒岛求生呢？？？！！！,1,1629195934
0,春风不及白也,保密,175483892,4,请问封面是up抱着亲兄弟吗,1,1629195922
0,陈歌qwq,保密,266703669,5,这个阿婆主的视频里面什么都有，就是没有帅小伙，我怀疑他是标题党，举报了[脱单doge],1,1629195911
0,伟人李哥,男,22368498,5,04.43,1,1629195839
0,撸si兰陵君,男,38286070,5,羊：今天羊圈里来了只猴🐵[doge],1,1629195788
0,橘灯boyyy,男,1752967588,2,哇是不是荒岛生存活不下去而逃离了[doge][doge][doge],1,1629195741
0,欢乐马Liyah,保密,493605792,3,好家伙，荒岛求生当间儿还去吃了个滩羊太秀了吧，直升机接你去的吗？,1,1629195735
0,A1高-闪_,保密,1168547135,3,省流助手：🐵抓羊抓不到在阿姨的帮助下抓到了小羊羊不仅很可爱，还很好吃吃过了又在并夕夕买了一份吃完妙啊～[doge],1,1629195682
0,住在深海里的蟹老板,男,393335686,4,宁夏人表示不腥不是正常吗？？？难道还有特别腥的？？？,1,1629195711
0,末藍星星,保密,602694560,3,你的视频要是不海还挺水的[脱单doge],1,1629195653
0,kEtChUpの痛,男,1746406356,3,看这样子，应该是饿死重生回来了,1,1629195587
0,阿猪横跨太平洋,保密,482228887,2,这是帅小伙的克隆体，这样方便他在祖国各地拍视频，他的本体在荒岛上求生呢[doge][doge][doge],1,1629195560
0,维维维维C-,男,282330123,4,《不舍得》,1,1629195545
0,我为阿绫骑老虎乄,保密,524835511,4,黑眼圈瞩目[tv_doge],1,1629195438
0,askwuxue,保密,318504226,4,到我家了！啊啊啊啊,1,1629195416
0,不靠谱英雄,男,12832805,5,荒岛第二天，蛋黄派偷偷的抛弃了东尼和贤宝宝独自去吃羊[doge],1,1629195412
0,神秘喂饭男,保密,269106761,5,帅羊肉，涮小伙[脱单doge],1,1629195330
0,windy雅,保密,475620537,4,越看蛋黄派越像藏狐主任[笑哭],1,1629195301
0,违规昵称星光,保密,283639065,4,可能 我是说可能 这条视频有没有可能是打广告[思考],1,1629195291
0,住在深海里的蟹老板,男,393335686,4,来宁夏了？？？？！！！，宁夏人狂喜！,1,1629195335
0,SCP-7355608,保密,324609126,4,up我喜欢你很久了尽管我是个男的从你的第一个初投稿开始就一直喜欢你从那时开始我就一直在关注你的视频每一期我都会点赞投币你开心的时候我在评论里和你一起2333你不开心的时候我在弹幕里为你加油鼓劲夸你的话我疯狂复读骂你的人我重拳出击你和我一起在互联网上走过了这么多的风风雨雨我想我们应该有一个完美的结局虽然我知道现在的我有很多的不足但是我相信只要我们两个人在一起未来就会有无限可能所以up做我儿子吧希望你不要不识抬举。[doge][doge][妙啊][妙啊],1,1629195297
0,遮悦撇,男,453481634,4,杀一只猴哥,1,1629195287
0,二叉树排列,男,1034392978,2,本来不想看的，但一想可能我的赞可能比他多呢？[doge][doge],1,1629195281
0,钞脑瓜酱紫,保密,291099100,5,派派和小羊长的这么像，开头被拒绝了不应该[doge],1,1629195278
0,Doge大帝丶,保密,593573678,4,5:59  不谢[doge],1,1629195323
0,MC家族族长,男,363696737,4,荒野求生呢？[藏狐],1,1629195301
0,B-L_U-E,保密,360736434,4,纯路人，问一下，帅小伙在那里[脱单doge],1,1629195197
0,一条西瓜味的媛子,女,442303716,3,我也去宁夏吃过滩羊，是真的好吃[打call]不管是手扒羊肉还是炒着吃都很好吃（本内蒙人亲自认证[doge]）,1,1629195188
0,修改昵称奖励6枚硬币,男,526575669,4,你这羊它有安康码吗？它有做核酸吗？它有14天隔离吗[脱单doge][脱单doge],1,1629195183
0,蓝蓝的嘟,女,590472006,4,正所谓没有吃货就没有伤害[doge],1,1629195236
0,驼背大仙,男,52699396,5,本期有妙4：45,1,1629195225
0,抽羊癫疯の稀饭,保密,480037494,5,懂了，蛋黄派从荒岛求生跑出来，自己录视频吃滩羊的视频了。[doge],1,1629193698
0,卖益达的小火柴,男,621481809,3,三连吗谢谢,1,1629193694
0,Misces,保密,441229201,4,十七分钟,1,1629193678
0,big-smart-大聪明,保密,517449553,4,荒岛求生遇到了野生的羊了属于是[藏狐][doge][doge],1,1629193676
0,小小光芒丶,保密,415772902,5,兄弟们别投币了，我已经帮大家投过了，放心看，当我请大家的[妙啊],1,1629193668
0,tanb咕,女,473760821,4,蛋黄派是去玩荒岛饿瘦了再回来吃顿好吃的补补身体吗？,1,1629193665
0,齉龘齉齾爩麤龗灪窝,保密,584947061,3,其实荒野记录已经结束了xdm，我也没看够没办法[doge],1,1629193652
0,xxffff丶,男,255447005,5,是我吃的不对吗？在银川读过一年书，自己找的一家评价不错的手抓羊肉给我一家人差点吃yue了（可能店铺不对好像是叫什么毛手抓）我兰州和西宁的室友也都觉得银川的羊肉不怎么样，有点膻。放假去这两个室友家里玩感觉那边羊肉挺好吃的，西北的羊肉还是不错的就是宁夏的滩羊我没吃懂。,1,1629193648
0,stars月月,女,1504445866,2,省流助手：妙啊~[脱单doge][脱单doge],1,1629193645
0,黄米糕很甜的,保密,443262750,4,传下去，蛋黄派荒岛求生求到羊身上了[doge],1,1629193616
0,边江渡,男,86098944,5,一天求生一天吃[OK],1,1629193603
0,风雪斜月,保密,44429313,5,羊：咩哇,1,1629193666
0,闊落哟,保密,1988615331,2,三人荒岛幸福生活呢[doge][doge],1,1629193583
0,我要布丁,女,153879523,3,🐏不理猴，所以吃了🐏[doge][doge],1,1629193582
0,呜呜又输了,保密,1206789925,3,快更荒岛求生，贤宝宝[doge],1,1629193580
0,洪蝠齐天,保密,519631811,4,荒野生存✘荒野生活✔[doge],1,1629193576
0,千色轮回,保密,238838441,5,荒岛求生的后续呢,1,1629193585
0,编辑硕士,保密,1620374418,2,上次看他视频，还是在上次了,1,1629193583
0,-3Fe-,男,497521483,4,省流:丑小火 有妙[doge],1,1629193512
0,呆呆呆的桐,男,85530728,4,建议改名：绵羊料理,1,1629193500
0,止域,女,289937085,4,不是?这么可爱的小羊你就嘎嘎干掉了?（艾玛真香）,1,1629193568
0,我那纵身一跃的深渊_,男,501801315,3,这么可爱都不舍得吃了....一份大块羊肉[OK][OK],1,1629193554
0,林会大魔王杀疯了,保密,1044934086,3,大家一次几分钟，视频开头弹幕发出来，我统计一下[藏狐],1,1629193542
0,-王不亦,男,1436524864,2,这个视频的作者跟up主是一个人，天哪,1,1629193519
0,秀吉的怀刀,保密,20074799,5,居然有空先更新这个？,1,1629193494
0,-王不亦,男,1436524864,2,你还是改不了翻评论的毛病呢，彦祖[doge],1,1629193525
0,いい名前がつけられた,保密,629476602,2,不是应该在荒野吗？[doge],1,1629193525
0,夜行人吟阙,男,23157891,5,看封面以为是个旅游视频打开一看失蒜了[藏狐],1,1629193524
0,bili_84755845556,保密,1221611761,2,荒岛求生呢？？？,1,1629193485
0,躺在沙发上睡觉-,保密,404480532,5,人类和动物的最大区别是是否会使用工具[doge][doge],1,1629193485
0,klein寂寥,保密,102432787,4,我猜你现在的样子[doge]|￣（[藏狐]）￣||＼⌒⌒⌒⌒⌒＼\　\  ⌒⌒⌒⌒＼   \    ｜⌒⌒⌒⌒⌒⌒|　 ＼|＿＿＿＿＿＿  |,1,1629193481
0,㗊㐂,保密,604481255,3,up主会打球吗,1,1629193487
0,网到一条鱼,保密,426736825,3,"哇撒！隔着屏幕都能闻到香味,看得我口水直流，所以帅小伙到底在哪啊？[热词系列_知识增加][doge]",1,1629193457
0,02的专属darling-,保密,350310444,5,没有大会员[思考]丑小火[OK],1,1629193399
0,紫恭岀雪,保密,455986373,4,up主怎么被一个猴掐住了[惊讶][惊讶],1,1629193398
0,彩虹嘴角吴美丽,保密,1706634956,2,咩啊～,1,1629193476
0,Bdae__W,保密,588002068,4,我猜你现在的样子[doge]|￣（[藏狐]）￣||＼⌒⌒⌒⌒⌒＼\　\  ⌒⌒⌒⌒＼   \    ｜⌒⌒⌒⌒⌒⌒|　 ＼|＿＿＿＿＿＿  |,1,1629193474
0,帅到涉嫌违法,男,62329508,5,帅小伙真有排面被人抱着[doge],1,1629193456
0,全能秋山国服暗信,保密,1089429970,2,我想看仙跳墙或者甜甜酿花鸡（doge）,1,1629193454
0,DK电子竞技俱乐部,保密,219282131,5,《猴子喂羊》,1,1629193390
0,梅香托故梦,保密,1494427370,3,"11分钟四点四万播放,四千多人正在看..............",1,1629193340
0,浮生憩,女,444317647,4,帅小伙为什么不让up主露脸！我明明都听到她的声音了[doge][doge][doge][doge],1,1629193380
0,冷曦思,保密,426342742,4,哇，每刷新一下这个评论都会变哦[脱单doge],1,1629193373
0,牛乳のみお,女,322612287,5,封面丑小伙别挡着我看帅小羊[藏狐],1,1629193361
0,香香吧唧吧唧,女,5642109,6,咩~~~~,1,1629193355
0,从不鬼畜的酱汁荔枝,保密,37321774,5,我点赞并且投了两个圆圆的东西[doge]我做得对吗,1,1629193341
0,帅气的周爷,保密,293672241,5,不愧是大UP🐷 2万人在线被馋[大哭],1,1629193340
0,已婚坐牢,保密,591875480,3,[doge]标题党举报了,1,1629193338
0,戌戌是个der,保密,509462551,4,给大家剧透一下，这次不妙[doge][doge],1,1629193317
0,琳曾是我唯一的希望,男,1883409472,3,4分45秒[doge],1,1629193306
0,Y_XXXXXXZ,女,415459807,3,什么时候待我们去吃猴子[doge][doge],1,1629193301
0,Traviscott-,保密,503681684,4,明明可以分两期发却要做成一期发的屑[doge],1,1629193383
0,--G-o-a-T-,男,201362545,4,帅小伙在哪[doge],1,1629193351
0,月下清欢无别事,女,153413582,5,[doge],1,1629193341
0,bili_永远的573,女,443327557,3,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈好,1,1629193329
0,淡殇好美,保密,388290602,3,我突发奇想，其实up在家吃羊肉也是一层梦境，他真正是在荒岛上,1,1629193322
0,醋乙乙,女,483884850,4,荒岛求生呢？,1,1629193303
0,洗吧西八西坝,男,399393856,4,前排呀哈哈哈哈哈哈,1,1629193328
0,29506371812_bili,保密,347429355,4,我就看了个视频热评就没了？[无语],1,1629193295
0,看到我让我滚去休息,保密,695641674,3,4:44  妙啊,1,1629193287
0,岚_lan-,女,526032552,3,“三连吗 谢谢”不用谢，不三连，谢谢[脱单doge][脱单doge],1,1629193280
0,PEAR_POEMS,保密,689488260,3,帅小伙大会员到期啦！[脱单doge][脱单doge][脱单doge][脱单doge][doge][doge][doge],1,1629193278
0,鹿仁忆,女,23599202,5,打咩,1,1629193276
0,栀挽能行JPG,保密,299037194,5,省流助手：有妙，青回阴间特效[妙啊],1,1629193269
0,加加加百列_,男,290743246,5,省流助手：用WIFI[doge],1,1629193268
0,领袖V5,保密,25359664,5,封面看着像亲生的一样[笑哭][笑哭],1,1629193256
0,宿題が山積みだ,保密,384644214,3,请问你的父母是多久去世的“一分钟”“刚刚”哦，我的天哪，这真是太不幸了“热乎的”这位先生请不要触摸遗体“热一热能吃”哦，我的天哪先生，这是否有点……,1,1629193234
0,山猫57,男,179346598,4,《关于在荒岛吃宁夏滩羊的那些事》[脱单doge][脱单doge][脱单doge],1,1629193271
0,第拾贰只鬼,保密,419104734,4,00:58羊不理猴子[doge],1,1629193263
0,缺牙巴的宝ber,女,530724895,3,4:44,1,1629193252
0,cyaoZz,保密,429922556,3,？？？猴追羊[藏狐],1,1629193239
0,おおおw,保密,1349981975,2,请问哪只羊叫帅小伙[脱单doge],1,1629193233
0,Pxinyeeeee,女,1005609232,3,我是伞兵（别赞，只是一个挑战[doge]）,1,1629193230
0,鬼才生,男,515291066,3,省流助手：1.宁夏滩羊养殖基地2.可爱小羊特写3.当地吃了两种菜，回到家自己做了一种4.有妙,1,1629193211
0,无言无岸无语,保密,507491245,3,帅小伙荒野逃亡第二天[doge][doge],1,1629193198
0,在下吗卖皮请多指教,男,251577891,5,荒岛上抓一只野羊不过分吧,1,1629193195
0,Ai小綾,男,455658785,4,欸怎么没黑啊,1,1629193281
0,沐尘染俗,女,488236433,3,荒野求生呢？？,1,1629193253
0,冷面锅吧,男,473480544,4,艹，封面越看越像。。。。。                                          震惊，某知名帅小伙竟连坐7小时飞机去看私生子[doge],1,1629193247
0,hzdtwpx,保密,1123638581,2,不懂就问，丑小伙怎么从海南飞到宁夏了[吃瓜],1,1629193187
0,想长胖QAQ,保密,259523038,5,帅小伙在哪里？[doge],1,1629193189
0,明月十三郎之,保密,477832462,3,还算热乎吧[doge],1,1629193189
0,妍酱今天破防了没,女,251118055,4,我有个朋友说你憨帅憨帅的[doge][支持],1,1629193183
0,蔬菜手指,保密,496864315,4,今天有妙[脱单doge]不谢,1,1629193181
0,dpfer,男,401429731,5,4：36[呲牙][呲牙][打call],1,1629193156
0,做你耳朵的茧,保密,497025355,4,省流：有妙，4分44秒[doge],1,1629193143
0,磕学家595,保密,224637794,4,派嫂人间真实[doge],1,1629193128
0,取了个不会重名的名字,保密,173433089,5,这期有妙[OK],1,1629193185
0,七个零件,男,381265980,4,这个羊好像帅小伙。,1,1629193180
0,螚殺,女,508521829,2,好家伙，盗梦空间[doge],1,1629193177
0,PELKO,女,12644736,5,？你挺忙啊囤了这么多[doge],1,1629193174
0,半头眠羊,保密,451310369,4,我上次看到这么帅的帅小伙吃这么有羊肉味的羊肉还是在上次[doge],1,1629193167
0,周裕杰1号,保密,589339069,3,丑小火[doge],1,1629193157
0,择一而终め柒,男,524777533,3,🐒抓🐑  🐑没了[doge],1,1629193155
0,青青青青羽,保密,375275131,3,省流助手：猴子吃羊[藏狐],1,1629193136
0,kk-五条悟激推boy,保密,482696687,5,羊丑拒你[藏狐],1,1629193100
0,苏打ssswag,女,470573478,4,羊羊这么可爱，怎么可以吃它！“烧烤么？问你呢！”,1,1629193179
0,-阿双_,女,519725222,3,头一回看热乎的帅小伙[藏狐],1,1629193159
0,穆の澪也,男,1709158875,3,哎！这个时候，你就要问了，我怎么没有看见帅小伙啊？此时，按一下手机的电源键，一张帅脸出现在你眼前[脱单doge],1,1629193151
0,芜湖呜呼酱,男,13913307,5,羊🐏鞭吃吗？[doge][doge][doge],1,1629193149
0,匿名真君,保密,291851155,4,md，想不出骚话[doge],1,1629193144
0,某不知名PuzzleCube玩家,保密,421783069,4,宁夏人报到[doge],1,1629193141
0,追光的冬冬选手,女,98567099,5,笑死，羊：你不要过来啊达咩！！,1,1629193111
0,微风拂过PP凉,男,16105865,5,为啥你有勺不用呢？[doge],1,1629193094
0,守约我老婆,保密,678366088,4,弹幕里那个大半夜看饿的，你过的是什么时间[热词系列_知识增加],1,1629193086
0,林花啥时开,保密,194031533,5,呜呜呜你终于更新了啊啊,1,1629193073
0,三糖少冰,女,26211683,5,震惊！荒岛上竟有宁夏滩羊[doge][doge][doge],1,1629193072
0,沈昭言,保密,413292546,4,你不是在荒野吗[doge],1,1629193067
0,樱花仙子277,男,110948731,5,搁这屯货呢，荒岛第二集屯哪天发[傲娇],1,1629193066
0,薄荷汽水儿儿,女,23695652,5,羊不理[doge],1,1629193066
0,远坂凛单推人,男,394043400,4,那个说羊圈混猴的赔我手机膜[无语][无语][无语],1,1629193064
0,螚殺,女,508521829,2,给我笑死了，猴子被羊吓一跳[doge],1,1629193063
0,哗哩哔哩大会员,保密,474515376,5,妙5:59,1,1629193058
0,摇摆の蛋,男,457862210,4,标题党，举报了，根本没有帅小伙[脱单doge],1,1629193047
0,きらきらと,男,80014698,5,帅小伙一边在求生一边在求食[藏狐],1,1629193042
0,你的小ze,保密,576330431,3,第二期荒野求生咋是这个样子的[doge],1,1629193039
0,狠乌鱼,保密,1276961180,3,白嫖不客气[doge],1,1629193036
0,听你笑灬,保密,627132394,3,一天荒野偷渡？直接溜？[doge],1,1629193030
0,陌陌Invincible,保密,402573268,4,蛋黄派越来越衰了呢[doge],1,1629193025
0,Lovexy-,保密,646153106,4,4:42 妙啊[脱单doge],1,1629193020
0,Bdae__W,保密,588002068,4,我猜你现在的样子[doge]|￣（[藏狐]）￣||＼⌒⌒⌒⌒⌒＼\　\  ⌒⌒⌒⌒＼   \    ｜⌒⌒⌒⌒⌒⌒|　 ＼|＿＿＿＿＿＿  |,1,1629193018
0,IllusoryGodprime,男,15055018,6,地上有好多小枣 你不吃吗[doge],1,1629192970
0,沐青风z,男,586682059,3,兄弟们，年代的浪潮推动我们披荆斩棘请问现在还能骗到赞吗？[doge],1,1629192777
0,夏末无影,男,520465353,4,所以说，你们荒野求生的第二天就已经创造出第二个人类文明了[doge],1,1629192710
0,田向荣zc,保密,694403487,3,看看哪个傻子又上热评了[doge],1,1629192710
0,刹那抓住了-未来-,保密,351842683,5,这是在荒岛上捡的吗[热词系列_知识增加],1,1629192654
0,潇洒的晨总,保密,629080552,4,刚刚唉,1,1629192650
0,大佐-_,男,495360799,3,荒岛不会就去了一天吧[藏狐][doge],1,1629192687
0,红尘仙无,男,409826064,5,前  没   话 [doge],1,1629192683
